Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,status
100819_0,331.4833830930502,100000.00009408074,False,ok
100831_0,331.9648601004872,100000.00017064087,False,ok
100845_0,336.0440222813216,100000.00008590367,False,ok
100857_0,327.71044007759883,100000.00008339474,False,ok
10086_1,-22.86850486465869,1.5145585451094714,True,ok
100885_0,345.1198338215891,100000.00008856221,False,ok
100899_0,307.4039978771215,100000.000177036,False,ok
100906_0,-43.8064588326385,1.0064842390919864,True,ok
100917_0,308.5074028629146,100000.00017602267,False,ok
10092_1,-22.868504864658917,1.5145585451094714,True,ok
100944_0,-66.52130343752825,5.194953727559854,True,ok
100953_0,-65.92298123825745,6.496919206831131,True,ok
100969_0,-37.80937726499616,1.4194719857724731,True,ok
100981_0,-31.619581780559713,4.4500398483857895,True,ok
100993_0,-34.83193298821607,4.251488055665674,True,ok
101006_0,-37.0795818090686,1.1735538334314626,True,ok
101018_0,-35.472737182693606,1.531385534993315,True,ok
101032_0,-54.184431314213555,4.3183487060514025,True,ok
101044_0,-52.57758668783873,4.543682970488797,True,ok
101056_0,-48.72443128570484,6.106757683096375,True,ok
101067_0,-40.33441501193141,1.6446206797664813,True,ok
101078_0,-35.47273718269372,1.531385534993315,True,ok
101090_0,-35.47273718269355,1.531385534993315,True,ok
101100_0,-35.472737182693606,1.531385534993315,True,ok
101116_0,-47.09918607076514,1.3831698768301504,True,ok
101128_0,-45.37549625255622,1.597674244987661,True,ok
101140_0,-43.773083893899354,1.5940753580675868,True,ok
101156_0,-42.166239267524475,1.7749930677105425,True,ok
101168_0,-46.91107190492846,2.0105493673483763,True,ok
101180_0,-42.16623926752442,1.7749930677105428,True,ok
101192_0,-50.23717408179414,1.8672662077581705,True,ok
101208_0,-55.9644716805891,4.748053976957779,True,ok
101220_0,-35.47273718269358,1.531385534993315,True,ok
101232_0,-55.84762648875534,4.748053976957779,True,ok
101248_0,-34.87441498342275,4.251488055665674,True,ok
10125_0,-22.868504864658917,1.5145585451094714,True,ok
10126_1,-22.868504864658917,1.5145585451094714,True,ok
101281_0,-46.982340878931495,1.3831698768301506,True,ok
101297_0,-36.48125960979743,4.161917029357385,True,ok
101307_0,-36.481259609797775,4.161917029357384,True,ok
101319_0,-36.48125960979763,4.161917029357384,True,ok
101329_0,-59.3305289340033,4.894747177615615,True,ok
101341_0,-37.0795818090686,1.1735538334314626,True,ok
101351_0,-37.07958180906866,1.1735538334314626,True,ok
101363_0,-63.16278959212946,4.318946914071333,True,ok
101375_0,-47.0991860707652,1.3831698768301508,True,ok
101387_0,-43.656238702065636,1.5940753580675868,True,ok
101399_0,-39.67535648088827,1.4872340339884904,True,ok
10140_0,-29.595381888228758,1.428166683547856,True,ok
10141_1,-22.868504864658803,1.5145585451094714,True,ok
101430_0,-47.06129203550137,1.562872647719744,True,ok
101442_0,-40.334415011931355,1.6446206797664813,True,ok
101458_0,-40.33441501193141,1.6446206797664813,True,ok
10146_0,-22.868504864658917,1.5145585451094714,True,ok
10147_1,-22.868504864658746,1.5145585451094714,True,ok
101494_0,-46.911071904928576,2.0105493673483763,True,ok
101504_0,-42.19961420626339,1.2195452315805002,True,ok
101516_0,-35.472737182693436,1.531385534993315,True,ok
10152_1,-22.86850486465886,1.5145585451094714,True,ok
101544_0,-35.472737182693606,1.531385534993315,True,ok
101556_0,-61.55594496575458,4.481273209569641,True,ok
101568_0,-42.049394075690714,1.7749930677105428,True,ok
101580_0,-57.68120231242165,5.121641651640183,True,ok
101592_0,-42.31645939809715,1.2195452315805004,True,ok
101608_0,-42.19961420626362,1.2195452315805002,True,ok
101620_0,-32.373347179125176,2.570987429789593,True,ok
101634_0,-39.558511289054366,1.4872340339884906,True,ok
101646_0,-35.472737182693606,1.531385534993315,True,ok
101658_0,-35.47273718269366,1.531385534993315,True,ok
101669_0,-39.55851128905471,1.4872340339884904,True,ok
10167_0,-37.287559852557706,5.3214150862134515,True,ok
10168_1,-22.86850486465886,1.5145585451094714,True,ok
101701_0,-61.55594496575458,4.481273209569641,True,ok
101712_0,-45.49234144439026,1.5976742449876615,True,ok
101728_0,-45.492341444390206,1.597674244987661,True,ok
101739_0,-53.87052890549444,6.5497841243217705,True,ok
101751_0,-38.94409261831862,1.7859450248094442,True,ok
101763_0,-44.4195007332105,1.7164798977213307,True,ok
101776_0,-43.923304024472145,1.0064842390919861,True,ok
101786_0,-49.045483664938445,4.748053976957779,True,ok
101797_0,-45.40843228577978,3.4797186586936824,True,ok
